"oteam_name","year","lg","w","l","t","w_l","playoffs","att","cteam_name","team","venue","address","city","lat","lng"
"Chicago White Sox",2008,"AL Central",89,74,0,"0.546","Lost LDS (3-1)","2500648","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2009,"AL Central",79,83,0,"0.488",NULL,"2284163","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2010,"AL Central",88,74,0,"0.543",NULL,"2194378","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2011,"AL Central",79,83,0,"0.488",NULL,"2001117","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2012,"AL Central",85,77,0,"0.525",NULL,"1965955","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2013,"AL Central",63,99,0,"0.389",NULL,"1768413","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2014,"AL Central",73,89,0,"0.451",NULL,"1650821","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2015,"AL Central",76,86,0,"0.469",NULL,"1755810","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Chicago White Sox",2016,"AL Central",78,84,0,"0.481",NULL,"1746293","Chicago White Sox","Chicago White Sox","Guaranteed Rate Field","333 W. 35th Street, Chicago, IL 60616","Chicago","41.830883","-87.635086"
"Cincinnati Red Stockings",1882,"AA",55,25,0,"0.688",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1883,"AA",61,37,0,"0.622",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1884,"AA",68,41,3,"0.624",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1885,"AA",63,49,0,"0.563",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1886,"AA",65,73,3,"0.471",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1887,"AA",81,54,1,"0.6",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1888,"AA",80,54,3,"0.597",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Red Stockings",1889,"AA",76,63,2,"0.547",NULL,NULL,"Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1890,"NL",77,55,2,"0.583",NULL,"131980","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1891,"NL",56,81,1,"0.409",NULL,"97500","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1892,"NL",82,68,5,"0.547",NULL,"196473","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1893,"NL",65,63,3,"0.508",NULL,"194250","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1894,"NL",55,75,2,"0.423",NULL,"158000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1895,"NL",66,64,2,"0.508",NULL,"281000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1896,"NL",77,50,1,"0.606",NULL,"373000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1897,"NL",76,56,2,"0.576",NULL,"336800","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1898,"NL",92,60,5,"0.605",NULL,"336378","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1899,"NL",83,67,6,"0.553",NULL,"259536","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1900,"NL",62,77,5,"0.446",NULL,"170000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1901,"NL",52,87,3,"0.374",NULL,"205728","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1902,"NL",70,70,1,"0.5",NULL,"217300","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1903,"NL",74,65,2,"0.532",NULL,"351680","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1904,"NL",88,65,4,"0.575",NULL,"391915","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1905,"NL",79,74,2,"0.516",NULL,"313927","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1906,"NL",64,87,4,"0.424",NULL,"330056","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1907,"NL",66,87,3,"0.431",NULL,"317500","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1908,"NL",73,81,1,"0.474",NULL,"399200","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1909,"NL",77,76,4,"0.503",NULL,"424643","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1910,"NL",75,79,2,"0.487",NULL,"380622","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1911,"NL",70,83,6,"0.458",NULL,"300000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1912,"NL",75,78,2,"0.49",NULL,"344000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1913,"NL",64,89,3,"0.418",NULL,"258000","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1914,"NL",60,94,3,"0.39",NULL,"100791","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1915,"NL",71,83,6,"0.461",NULL,"218878","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1916,"NL",60,93,2,"0.392",NULL,"255846","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1917,"NL",78,76,3,"0.506",NULL,"269056","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1918,"NL",68,60,1,"0.531",NULL,"163009","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1919,"NL",96,44,0,"0.686","Won WS (5-3)","532501","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1920,"NL",82,71,1,"0.536",NULL,"568107","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1921,"NL",70,83,0,"0.458",NULL,"311227","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1922,"NL",86,68,2,"0.558",NULL,"493754","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1923,"NL",91,63,0,"0.591",NULL,"575063","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1924,"NL",83,70,0,"0.542",NULL,"473707","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1925,"NL",80,73,0,"0.523",NULL,"464920","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1926,"NL",87,67,3,"0.565",NULL,"672987","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1927,"NL",75,78,0,"0.49",NULL,"442164","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1928,"NL",78,74,1,"0.513",NULL,"490490","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1929,"NL",66,88,1,"0.429",NULL,"295040","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1930,"NL",59,95,0,"0.383",NULL,"386727","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1931,"NL",58,96,0,"0.377",NULL,"263316","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1932,"NL",60,94,1,"0.39",NULL,"356950","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1933,"NL",58,94,1,"0.382",NULL,"218281","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1934,"NL",52,99,1,"0.344",NULL,"206773","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1935,"NL",68,85,1,"0.444",NULL,"448247","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1936,"NL",74,80,0,"0.481",NULL,"466345","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1937,"NL",56,98,1,"0.364",NULL,"411221","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1938,"NL",82,68,1,"0.547",NULL,"706756","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1939,"NL",97,57,2,"0.63","Lost WS (4-0)","981443","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1940,"NL",100,53,2,"0.654","Won WS (4-3)","850180","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1941,"NL",88,66,0,"0.571",NULL,"643513","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1942,"NL",76,76,2,"0.5",NULL,"427031","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1943,"NL",87,67,1,"0.565",NULL,"379122","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1944,"NL",89,65,1,"0.578",NULL,"409567","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1945,"NL",61,93,0,"0.396",NULL,"290070","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1946,"NL",67,87,2,"0.435",NULL,"715751","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1947,"NL",73,81,0,"0.474",NULL,"899975","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1948,"NL",64,89,0,"0.418",NULL,"823386","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1949,"NL",62,92,2,"0.403",NULL,"707782","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1950,"NL",66,87,0,"0.431",NULL,"538794","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1951,"NL",68,86,1,"0.442",NULL,"588268","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1952,"NL",69,85,0,"0.448",NULL,"604197","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1953,"NL",68,86,1,"0.442",NULL,"548086","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1954,"NL",74,80,0,"0.481",NULL,"704167","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1955,"NL",75,79,0,"0.487",NULL,"693662","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1956,"NL",91,63,1,"0.591",NULL,"1125928","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1957,"NL",80,74,0,"0.519",NULL,"1070850","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1958,"NL",76,78,0,"0.494",NULL,"788582","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Redlegs",1959,"NL",74,80,0,"0.481",NULL,"801298","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1960,"NL",67,87,0,"0.435",NULL,"663486","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1961,"NL",93,61,0,"0.604","Lost WS (4-1)","1117603","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1962,"NL",98,64,0,"0.605",NULL,"982095","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1963,"NL",86,76,0,"0.531",NULL,"858805","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1964,"NL",92,70,1,"0.568",NULL,"862466","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1965,"NL",89,73,0,"0.549",NULL,"1047824","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1966,"NL",76,84,0,"0.475",NULL,"742958","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1967,"NL",87,75,0,"0.537",NULL,"958300","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1968,"NL",83,79,1,"0.512",NULL,"733354","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1969,"NL West",89,73,1,"0.549",NULL,"987991","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1970,"NL West",102,60,0,"0.63","Lost WS (4-1)","1803568","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1971,"NL West",79,83,0,"0.488",NULL,"1501122","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1972,"NL West",95,59,0,"0.617","Lost WS (4-3)","1611459","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1973,"NL West",99,63,0,"0.611","Lost NLCS (3-2)","2017601","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1974,"NL West",98,64,1,"0.605",NULL,"2164307","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1975,"NL West",108,54,0,"0.667","Won WS (4-3)","2315603","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1976,"NL West",102,60,0,"0.63","Won WS (4-0)","2629708","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1977,"NL West",88,74,0,"0.543",NULL,"2519670","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1978,"NL West",92,69,0,"0.571",NULL,"2532497","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1979,"NL West",90,71,0,"0.559","Lost NLCS (3-0)","2356933","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1980,"NL West",89,73,1,"0.549",NULL,"2022450","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1981,"NL West",66,42,0,"0.611",NULL,"1093730","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1982,"NL West",61,101,0,"0.377",NULL,"1326528","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1983,"NL West",74,88,0,"0.457",NULL,"1190419","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1984,"NL West",70,92,0,"0.432",NULL,"1275887","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1985,"NL West",89,72,1,"0.553",NULL,"1834619","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1986,"NL West",86,76,0,"0.531",NULL,"1692432","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1987,"NL West",84,78,0,"0.519",NULL,"2185205","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1988,"NL West",87,74,0,"0.54",NULL,"2072528","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1989,"NL West",75,87,0,"0.463",NULL,"1979320","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1990,"NL West",91,71,0,"0.562","Won WS (4-0)","2400892","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1991,"NL West",74,88,0,"0.457",NULL,"2372377","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1992,"NL West",90,72,0,"0.556",NULL,"2315946","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1993,"NL West",73,89,0,"0.451",NULL,"2453232","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1994,"NL Central",66,48,1,"0.579",NULL,"1897681","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1995,"NL Central",85,59,0,"0.59","Lost NLCS (4-0)","1837649","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1996,"NL Central",81,81,0,"0.5",NULL,"1861428","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1997,"NL Central",76,86,0,"0.469",NULL,"1785788","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1998,"NL Central",77,85,0,"0.475",NULL,"1793649","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
"Cincinnati Reds",1999,"NL Central",96,67,0,"0.589",NULL,"2061222","Cincinnati Reds","Cincinnati Reds","Great American Ball Park","100 Cinergy Field, Cincinnati, OH 45202","Cincinnati","39.10718","-84.50771"
